,0
0,32.30586556295451
1,17.59865195426307
2,38.39022944186698
3,25.24048642324778
4,26.07894741468374
5,51.076799099080475
6,59.726470007126615
7,36.10727654684242
8,12.1213669291827
9,13.833991121322422
10,15.291384397156758
11,19.347321276593053
12,47.26935868542539
13,18.656141425901176
14,13.781146541561775
15,53.922208675035385
16,18.459486803842204
17,10.252370999486466
18,15.006076641891982
19,14.98024339948094
20,38.80397242373606
21,8.952545834737563
22,15.578349705412515
23,24.33518480538406
24,40.61177660835571
25,29.736950194943528
26,12.80297344495637
27,8.745370651013772
28,17.496938507717772
29,16.5235762299985
30,9.0583061359677
31,46.20616912204544
32,64.5591254728422
33,15.888911741836486
34,13.491783640662625
35,14.67491279494062
36,19.585665832697714
37,11.18604327287196
38,8.420405323168929
39,11.746944644396404
40,63.17758627398967
41,7.128805776206263
42,74.71617676719728
43,54.0896008652668
44,11.264990013311147
45,103.64607501130095
46,22.890584002572677
47,38.0060867001935
48,10.309908713809003
49,106.32085725160793
50,19.706535996354347
51,8.787489573788795
52,81.0480092166353
53,55.09938863230217
54,38.220572930320536
55,27.426275810592834
56,15.512189535766652
57,10.089867130899778
58,22.683235235294088
59,32.887578248182145
60,14.337415991949287
61,26.938838072154127
62,10.558078228210658
63,15.417085926385003
64,8.729215677780356
65,46.30675940277569
66,12.546835334978972
67,10.25
68,17.279013059834305
69,49.776200648374356
70,33.07996392992958
71,40.39497214605555
72,9.744563701835522
73,18.31797988580548
74,8.208078278111621
75,9.247825779064437
76,31.258229685587178
77,29.197863611529932
