,0
0,23.821198436466105
1,38.883473717016166
2,37.91017003803951
3,30.565381267140936
4,124.55888834871105
5,39.08015171744166
6,67.84237904187971
7,21.050717054106816
8,12.988884136488057
9,39.013762564866596
10,21.392770364913424
11,31.933022855939413
12,48.783183924549505
13,14.502547591360496
14,19.953517412798607
15,27.500887236574727
16,61.37958962870725
17,
18,65.29968396912294
19,14.68518852125372
20,25.474101295822717
21,19.956500313479435
22,18.279708074056526
23,80.3608590070021
24,33.583718582761996
25,19.94539584292602
26,47.36393622502641
27,69.75982241325772
28,136.3919127876498
29,30.633244995016955
30,33.26621447716926
31,126.78633256733201
32,32.54762078935447
33,19.809340780921712
34,34.90948826654075
35,11.888455398935179
36,28.845044843471076
37,13.448191686956397
38,9.148433777412947
39,51.42896673010094
40,96.35892335393271
41,63.949798018966945
42,24.906755401827525
43,54.61699252994322
44,16.375200339146577
45,15.114063670466676
46,18.30168207984083
47,31.597791266485924
48,0.7071067811865476
49,15.079716491445247
50,10.789192122984307
51,17.78075351838362
52,90.05305074261477
53,42.50672725990768
54,22.545771842121287
55,10.954681283214343
56,16.519457409923593
57,52.70313608657158
58,56.07780309534245
59,25.6876466663809
60,17.25511275698185
61,42.837321084608305
62,104.75194388601653
63,19.362289182020227
64,36.88167448012512
65,47.952419815324156
66,58.88072602896647
67,41.585550173026185
68,101.33236550737247
69,61.94690047339632
70,43.45590128108853
71,29.278421895665176
72,15.57486663147506
73,86.34380326157412
74,16.057930839841813
75,28.206367903071126
76,66.61273707364572
77,59.75995341798991
78,41.10604131576113
79,17.733720661069647
80,29.1871171046071
81,52.02957361551452
82,74.29455811549123
83,103.75632409600856
84,56.5884320424735
85,18.915958660969103
86,50.54653864677542
87,31.21400784446441
88,25.658344072978984
89,31.09395892532938
90,43.799423007413154
91,33.83056393930809
92,36.32803896571269
93,24.26416193416128
94,32.92778039595914
95,51.91649782604249
96,25.88954941223908
97,27.446614848951167
98,40.178276082004516
99,19.989616933137203
100,30.334143835916393
101,18.12968540272478
102,95.4014633942215
103,29.054494254136245
104,19.020964787551527
105,52.519717944281275
106,32.34883759035699
107,11.355686368653627
108,32.174427097791785
109,185.1335740798312
110,34.15740873410294
111,40.3915812850856
112,37.60494494156282
113,24.240556684904373
114,19.03707273319215
115,26.938367252899734
116,74.38062786282796
117,49.87637198383122
118,67.4707530787111
119,78.35536946534444
120,16.772852215069786
121,73.31368031905869
122,19.111927316881616
123,14.787728800492761
124,28.991952906510686
125,27.91500421076599
126,45.17676042546303
127,14.09972123970659
128,17.589761724199796
129,25.681985786527367
130,92.26108533664029
131,17.12156567317465
132,28.87155462850359
133,63.93227718119988
134,19.88846924989052
135,27.58948883505989
136,57.68761544395606
137,71.9883945903519
138,41.099273844667955
139,44.8515281174241
140,45.13008231019194
141,14.90699914408602
142,38.290051564087605
143,33.45610833523665
144,34.960396498155895
145,42.88380618990498
146,18.79942163919555
147,41.34613529219464
148,44.34406900879666
149,24.771013450091885
150,21.902377806108557
151,12.118158015745681
152,49.41469179005251
153,118.17353601963771
154,68.68729610414144
155,40.971289671927
156,98.60710476994602
157,48.16080520396991
158,40.88041988726058
159,14.719794444381638
160,40.50998424499091
161,26.188157847982755
162,38.976773710620144
163,35.21682836372407
164,22.418156422278283
165,23.638615716777167
166,87.53272559975419
167,26.14822909983525
168,87.68468038718721
169,29.04703356162482
170,22.919542288606287
171,11.391726320950154
172,74.88791196831676
173,42.232341101585114
174,13.874641682514968
175,18.874018422915974
176,64.68201050625207
177,30.50517319075323
178,48.03074995434144
179,25.39640147692598
180,100.38244145016107
181,66.08965983612643
182,21.380220909846702
183,47.21193406195031
184,18.111920568141482
185,14.486704780060077
186,41.44647911740194
187,32.387052694958356
188,20.0837394214147
189,18.786185087751054
190,29.54117589816505
191,58.34135999198413
192,17.654033084127615
193,37.85836176534261
194,18.3128772141756
195,20.883316384755712
196,84.9462178831991
197,33.01878865192368
198,172.4768644449706
199,34.45132575321081
200,27.3120500314985
201,122.08171474777693
202,19.822900101172195
203,10.105672436043797
204,33.40841863808337
205,36.182585413144366
206,17.79890922474305
207,20.424658299875343
208,40.41928422690048
209,48.14203553139795
210,40.125821343139364
211,24.82481146691382
212,44.823633306178984
213,37.17167380322459
214,78.51359613476309
215,37.85595913262675
216,21.772087854034794
217,10.837644829691802
218,28.867010559504305
219,78.26626606247
220,25.54842455614327
221,24.688944111740724
222,14.510824904493441
223,25.912809268979817
224,51.30137120809431
225,22.128131886339183
226,26.168529751290745
227,24.751587284060818
228,18.702863455879566
229,51.101692736268845
230,77.45673783835169
231,21.2812618343734
232,20.865432833755726
233,17.978325119185662
234,45.1937565406119
235,22.129762345350112
236,31.490328415952686
237,61.106424555452584
238,51.47121445523162
239,36.758531733087686
240,19.458645607772628
241,49.32044003772917
242,15.884904660665462
243,12.23149986882624
244,29.00482472619865
245,26.162801386451587
246,78.7226917421016
247,36.115077148052805
248,15.25555722167469
249,29.1778938546962
250,65.32187109884269
251,28.168020140954855
252,15.480866253960386
253,48.31083070737206
254,37.46772594920698
255,40.049258432531964
256,36.49250200661368
257,49.02063572897364
258,34.7786339965193
259,31.862676099240762
260,36.89013171814135
261,21.98243100130812
262,11.495305365867646
263,115.00098503646018
264,7.621750283153379
265,60.621882625510914
266,16.36874951213846
267,84.29289214795436
268,74.34470431799099
269,50.37219933265239
270,59.605003231745656
271,42.05408966566075
272,24.283298199144436
273,22.743851745203415
274,21.162169983809438
275,24.882720863499838
276,16.92994839653564
277,32.02127525514119
278,27.409348817463773
279,42.986095538823136
280,10.061649050190303
281,57.90408179474107
