,0
0,33.05951378367357
1,60.7549650267455
2,18.355273737231634
3,47.76142176580288
4,23.056921338756865
5,28.76676194214228
6,44.05014554551035
7,79.3416145560229
8,263.42160347334953
9,24.3526968969321
10,182.71284567418618
11,25.180635296580462
12,64.49612391454234
13,38.866309207447706
14,30.819730193996982
15,14.180775287518724
16,21.078880340961458
17,24.803291656748467
18,101.0804452416807
19,55.36562960155399
20,23.860838372595737
21,58.7334764511573
22,14.176049748552309
23,32.24679139938663
24,47.93676430775134
25,22.846078646005928
26,64.42264010722124
27,43.54974389404276
28,65.96503735954488
29,64.31905051957983
30,24.54973839315633
31,32.24578029615649
32,36.979919580962466
33,7.579160782099793
34,26.596441624223097
35,38.86035234177611
36,45.647877770376915
37,21.888328636085568
38,36.503793611787096
39,41.20696648854753
40,44.21042478701198
41,44.686726030322966
42,12.849997505736564
43,30.585085375840418
44,95.62389449292989
45,40.351686714307924
46,83.72234541894403
47,54.468259067013
48,21.57683350157017
49,42.87913775422093
50,23.13506041505323
51,20.606945890446312
52,10.037175795968887
53,53.61673195058953
54,15.858707462336302
55,31.89605381796075
56,9.509672046598793
57,55.1715987712097
58,24.551474074422764
59,27.494415017287732
60,28.54284007954996
61,15.111915546179139
62,38.357641400979716
63,51.454180513420795
64,43.04598483751103
65,17.035554027095827
66,20.025644934095254
67,39.990633287693136
68,63.2066490790714
69,19.3670682689284
70,22.757302238947506
71,42.84834830400063
72,42.09828576272911
73,45.94979932460005
74,53.986200050738574
75,18.665476152512156
76,57.98572951671995
77,74.40294967525057
78,12.60523518316848
79,7.160315653588147
80,63.56872327172549
81,47.49107746750321
82,37.32435892850083
83,30.65405442403303
84,56.17748074807859
85,28.934450322391427
86,43.1221757430713
87,30.318140210942037
88,60.7262654075222
89,24.539948232085774
90,113.79971173181374
91,28.884584797096096
92,21.624377360394874
93,43.114129594141545
94,53.22122274736497
95,31.78455701305477
96,63.04161477554422
97,99.3435407286606
98,12.832171109543987
99,20.479774956429818
100,10.504874152143897
101,47.539414213238295
102,14.6768993885417
103,13.585181002001514
104,54.256534241168495
105,42.81576516074671
106,76.33760080706898
107,89.03849227915208
108,50.111383826554544
109,10.5
110,80.32884659638538
111,37.58679010048837
112,7.1361150446888475
113,30.672682063151026
114,64.6380774020106
115,58.8958108869813
116,23.90972605447415
117,46.481472359718474
118,53.11322333236445
119,57.614994477587885
120,23.622085476682198
121,42.642621255064796
122,16.445222532077665
123,69.62206606482071
124,39.61848920285567
125,54.77165427756589
126,22.72544813708541
127,13.328039489611237
128,17.547051455396293
129,84.34063280733874
130,41.024243784481605
131,62.71767380047581
132,34.57581907451089
133,23.459224779875555
134,21.924921980630835
135,23.92155480552479
136,18.885319775696228
137,46.2846266774041
138,29.516984291648328
139,52.05975848185046
140,17.031677613436745
141,15.503209016068848
142,57.819932254892464
143,120.06158716591929
144,20.560680425478445
145,35.508758795817016
146,18.020091126587744
147,16.37837485194113
148,36.299566617046075
149,37.73110604841003
150,21.651647654482232
151,15.188057747809042
152,33.26384119286563
153,54.19762969462898
154,157.19512941602613
155,27.761245414929636
156,31.01153825560195
157,16.532594069493953
158,17.299407856777123
159,25.4960894003893
160,64.41058771292039
161,16.10086348237413
162,26.50440335119138
163,12.237590477281676
164,27.92877036637987
165,26.635923370386532
166,12.754600812931514
167,10.491231294082409
168,36.090553161439324
169,35.497259469771095
170,96.38090831269172
171,120.7522641179762
172,70.14875930517766
173,18.103686869278018
174,49.50133147887861
175,10.249570772279455
176,22.87563384162096
177,87.91696615473664
178,32.43122901440238
179,22.218741500534982
180,58.565318895921266
181,63.18333113514461
182,15.788441714586394
183,19.087868478287394
184,74.03798716283112
185,30.13714682991107
186,24.210400208606004
187,
188,9.065134674491421
189,34.2983146851839
190,56.951652796934006
191,22.61106938734668
192,51.496479799050235
193,17.291411388357467
194,68.6279639001334
195,16.250522674039967
196,18.41025831997476
197,51.879491219511806
198,20.17487648105041
199,13.621022025340062
200,79.39907056140545
201,15.282619590190077
202,43.88168834030384
203,63.761080580753934
204,15.060295481829034
205,13.678865582948157
206,22.95410979460073
207,13.326869181352041
208,24.72979152570223
209,9.486832980505138
210,15.78641554687721
211,87.12726409104984
212,20.992598438239824
213,21.334012670343036
214,40.52288203292022
215,14.685803713977053
216,10.877216838596452
217,76.36472633730463
218,39.048727729017
219,14.013791907844345
220,106.14670242592294
221,28.424558286532108
222,38.87319491214379
223,14.358174796933232
224,34.63327064217513
225,14.199608441504218
226,24.906850055222176
227,34.44927204479113
228,58.10390942001196
229,21.466918070104324
230,18.759114507470162
231,43.10513371458848
232,33.79829101484978
233,14.403124660989365
234,50.73186947713598
235,45.47258688083918
236,45.42604051898765
237,36.93298496129524
238,71.94234636986202
239,136.63892974079073
240,46.806700032365015
241,41.541205672289806
242,12.211446662456408
243,13.249221559064603
244,56.94112181353172
245,39.6518972961405
246,18.254001099751598
247,32.56684048382801
248,18.751484789695507
249,27.943156586184028
250,16.844557887780333
251,18.0373350178305
252,39.57674450575436
253,47.16942384060405
254,10.517340815592378
255,42.08994486201631
256,8.771754565702324
257,31.4804622511503
258,44.33880654557908
259,79.6199911779013
260,38.44317300926665
261,19.20702761777339
262,20.542441501292096
263,
264,50.62778714031912
265,23.03343905099994
266,34.6854155053747
267,39.17769854766947
268,48.317182951308006
269,34.689488408747195
270,18.907468020302865
271,26.931687460567417
272,25.16234627346534
273,24.924921747879793
274,60.59198797153378
275,13.224890444639884
276,16.65566510602995
277,29.67869434390913
278,91.27941829015909
