,Std_CP
277,142.56613972400388
278,38.95757295758601
279,48.39199838037667
280,40.20921165298304
281,10.684007258553908
282,32.66889727730444
283,30.25320227873468
284,17.57081714724695
285,30.703588705687714
286,44.38987221513284
287,64.91974065931508
288,28.574456030960764
289,68.7704105656595
290,13.270119031617634
291,45.5676427406012
292,17.739293663574646
293,72.63129226018643
294,43.42423131785085
295,32.00582574088554
296,22.516426752133885
297,179.6332018267105
298,16.61775353711569
299,214.29576912917975
300,17.07449740222129
301,48.168472432347066
302,31.51858023221958
303,30.525355763927234
304,12.84600883620835
305,56.084700220844724
306,16.223614694600744
307,38.52038254995491
308,42.95085176243832
309,28.556175330419528
310,23.513501546790636
311,8.486962267415148
312,8.55191854114989
313,13.262746792753287
314,49.47280720486138
315,65.09252306632294
316,33.57850439562203
317,9.526237785674171
318,33.18777254883562
319,107.71108005993055
320,52.85861645307539
321,31.253249293439065
322,67.57073693394145
323,55.402724795310675
324,31.701895764062137
325,80.22856930877761
326,47.590577741100496
327,17.109387814105617
328,52.17480315280177
329,10.91245202488434
330,32.44421202525025
331,123.89666816458134
332,26.150238972808616
333,18.70132128993612
334,9.170045997144376
335,49.44376432301381
336,42.9678205089667
337,37.9362488885558
338,12.887152417116065
339,94.62641882574309
340,39.28052536188919
341,61.00925366088381
342,23.501273073294854
343,52.097445807343775
344,32.00079400103871
345,13.221174881251732
346,32.060879588682546
347,47.15688907552767
348,27.06179796486016
349,80.86582450061914
350,16.289025929976905
351,36.82230055525886
352,15.817975007355825
353,62.15996508095262
354,41.84634850398399
355,27.654213365071207
356,32.06303054679311
357,52.555251369020965
358,10.276148661185196
359,59.20748735071053
360,27.032507542053526
