"Age","Elo","OppElo","Mean_CP","Std_CP","Time","WL","WhiteWL","Name"
17,2609,2611,20.6739130434783,33.0225877899935,9,1,0,"niemann"
17,2609,2603,21.9393939393939,46.6576222296123,9,1,0,"niemann"
17,2609,2509,46.3888888888889,71.6089690223539,9,1,0,"niemann"
17,2609,2483,45.2647058823529,99.4272411984518,9,1,1,"niemann"
17,2609,2663,13.3703703703704,14.7782276134864,9,0,1,"niemann"
17,2609,2466,16.4237288135593,31.2835769351304,9,0,0,"niemann"
17,2609,2679,21.1428571428571,31.4127296152616,9,1,0,"niemann"
17,2609,2704,11.5384615384615,10.4929768942166,9,0,0,"niemann"
17,2609,2470,16.25,23.578789246388,9,0,0,"niemann"
17,2609,2395,44.7666666666667,54.9907097691923,9,1,1,"niemann"
17,2609,2661,20.3333333333333,25.2273000272853,9,0,1,"niemann"
17,2609,2561,20.9318181818182,26.3997865805968,9,1,1,"niemann"
17,2609,2234,29.8030303030303,80.945987632204,9,0,0,"niemann"
17,2609,2657,11.0285714285714,14.9045703892261,9,1,1,"niemann"
17,2609,2648,18.7761194029851,37.7153697853558,9,0,0,"niemann"
17,2609,2522,22.3695652173913,31.9481237116619,9,0,0,"niemann"
17,2609,2573,30.1914893617021,108.970605988371,9,1,0,"niemann"
17,2609,2672,36.2727272727273,54.4752402201236,9,0,0,"niemann"
17,2609,2404,49.1714285714286,70.2141621856202,9,0,1,"niemann"
17,2609,2382,31.2068965517241,52.0828485155899,9,1,1,"niemann"
17,2609,2445,14.2307692307692,27.9997306601999,9,1,0,"niemann"
17,2609,2487,37.1904761904762,106.16767887105,9,0,0,"niemann"
17,2609,2300,16.741935483871,22.7390526656022,9,0,0,"niemann"
17,2609,2568,8.32727272727273,12.8712348618416,9,1,0,"niemann"
17,2609,2635,23.5454545454545,48.7425388663478,9,0,0,"niemann"
17,2609,2533,23.8571428571429,32.8876365623233,9,0,0,"niemann"
17,2638,2763,13.4418604651163,15.4431404491589,9,1,1,"niemann"
17,2638,2782,27.6176470588235,66.554215227364,9,0,0,"niemann"
17,2638,2577,52.4222222222222,144.586949129532,9,0,0,"niemann"
17,2638,2602,8.75,10.8121795123116,9,0,0,"niemann"
17,2638,2607,26.2439024390244,45.1529514471673,9,0,0,"niemann"
17,2638,2569,36.0666666666667,102.307344764649,9,0,1,"niemann"
17,2638,2587,24.6363636363636,52.312607271026,9,0,0,"niemann"
17,2638,2699,12.5106382978723,32.3129213220707,9,0,0,"niemann"
17,2638,2691,14.4561403508772,24.7797946026875,9,0,0,"niemann"
17,2638,2700,21.2564102564103,49.0240102016177,9,1,0,"niemann"
17,2638,2609,5.96,8.92133420972629,9,1,1,"niemann"
17,2635,2183,30.5333333333333,33.9642137564224,9,0,0,"niemann"
17,2635,2407,36.2083333333333,45.8703078791448,9,0,0,"niemann"
17,2635,2488,24.7297297297297,71.1961014203741,9,0,0,"niemann"
17,2635,2521,35.5128205128205,72.1215610490452,9,0,0,"niemann"
17,2635,2587,35.3125,94.2080441634704,9,1,1,"niemann"
17,2635,2592,53.4137931034483,70.1643566621458,9,1,0,"niemann"
