,0
0,16.465753424657535
1,12.846153846153847
2,25.076923076923077
3,14.345454545454546
4,15.285714285714286
5,25.05128205128205
6,36.73170731707317
7,23.68421052631579
8,11.166666666666666
9,17.0
10,12.033333333333333
11,10.833333333333334
12,27.08695652173913
13,15.580645161290322
14,10.72
15,30.974358974358974
16,11.68
17,13.11111111111111
18,15.518518518518519
19,10.05
20,27.9
21,7.425
22,12.067796610169491
23,18.73170731707317
24,27.676470588235293
25,12.7
26,9.129032258064516
27,7.2894736842105265
28,14.833333333333334
29,14.17142857142857
30,7.142857142857143
31,25.589285714285715
32,44.54545454545455
33,9.88888888888889
34,9.6875
35,10.363636363636363
36,12.655172413793103
37,7.725
38,8.0
39,10.761904761904763
40,21.59259259259259
41,5.725
42,40.644444444444446
43,24.86842105263158
44,6.85
45,42.541666666666664
46,17.857142857142858
47,24.01818181818182
48,7.448979591836735
49,25.982456140350877
50,14.951219512195122
51,6.205128205128205
52,44.32727272727273
53,27.904761904761905
54,17.29268292682927
55,21.15625
56,17.78125
57,5.655172413793103
58,16.105263157894736
59,19.696969696969695
60,13.882352941176471
61,18.674418604651162
62,8.11111111111111
63,9.825
64,6.972222222222222
65,26.085714285714285
66,9.384615384615385
67,7.0
68,10.851063829787234
69,31.476190476190474
70,15.387755102040817
71,18.047619047619047
72,8.0
73,14.25
74,6.0
75,5.588235294117647
76,21.53846153846154
77,21.849056603773583
